icao,"name",lat,lon,runways,ils
IA44,"Sollys Strip",40.65138694,-93.9607825,1,0
IA45,"Willies Bomber Patch",42.7749875,-95.84612556,1,0
IA47,"Day Field",41.64026611,-93.80855751,1,0
IA48,"Kern Field",41.74165416,-93.72522223,1,0
IA49,"Jirak",43.1449725,-92.05350167,1,0
IA50,"Sigourney Iowa",41.29084527,-92.18795834,2,0
IA52,"Freedom Field",43.44301388,-94.84804251,1,0
IA54,"Aerodrome",42.20026083,-93.63410556,1,0
IA56,"Farrar",41.78054333,-93.37937584,1,0
IA58,"B-8 Farms",42.11498916,-96.17196389,1,0
IA59,"Bickel",40.39171055,-91.41681945,2,0
IA61,"Estle Field",41.08029611,-91.94656167,2,0
IA62,"Wheatley Farms",41.53332222,-95.07526834,1,0
IA63,"Edgren",41.25834222,-92.55157917,1,0
IA65,"Donnellson",40.62087166,-91.54182417,1,0
IA66,"Nash Field Indianola",41.3038825,-93.56771556,1,0
IA68,"Freedom Field",42.26668027,-90.60068528,1,0
IA70,"Friesenborg & Larson",43.42578861,-93.83578139,1,0
IA76,"Cobb Farm",40.72806166,-93.34326806,1,0
IA77,"Keitzer Field",41.02642333,-91.14181417,1,0
IA79,"Loerke-fox Run Aerodrome",41.45554638,-93.60160556,1,0
IA83,"Kohlhaas",42.95385722,-94.16773806,1,0
IA84,"Lawton",42.48332583,-96.20030139,1,0
IA86,"Hedgewood Landing",41.26666138,-93.50938056,1,0
IA87,"Robel Field",41.65748805,-93.82105806,1,0
IA93,"Olsen",41.61276861,-95.89556556,1,0
IA94,"Nesler Field",42.43330527,-94.28357667,1,0
ID01,"Cx Ranch",48.13798166,-116.19767667,1,0
ID04,"J-lazy-m Ranch",42.02909777,-111.42298473,1,0
ID05,"Dixie Usfs",45.52074055,-115.51762667,1,0
ID06,"Ranch Aero",47.82879361,-116.78352723,1,0
ID07,"Nichols Ranch",47.67809527,-117.02492,1,0
ID09,"Otterson Ranch",47.74017888,-116.99825473,1,0
ID10,"Anderson-plummer",46.92433694,-116.95849862,1,0
ID11,"Wood Brothers Ranch",46.38211388,-116.51264612,1,0
ID12,"Russell W Anderson Strip",43.18435861,-112.46637028,1,0
ID13,"Sky Island Ranch",47.32212972,-116.63989167,1,0
ID16,"Sluder Airstrip",43.40351722,-114.27254445,1,0
ID17,"Seven Devils",45.01098944,-116.68876001,1,0
ID19,"Bird Nr 2",48.23103722,-116.38935084,1,0
ID21,"Smith Ranch",47.75628944,-117.02381223,1,0
ID22,"Treeport",47.97796,-116.79269834,1,0
ID23,"Rock Creek Farm",47.39240333,-116.87295556,1,0
ID24,"Timber Basin Airpark Inc",48.22353527,-116.43852084,1,0
ID25,"Olmstead Sky Ranch",48.35075833,-116.55408306,1,0
ID26,"Lava Hot Springs",42.60825111,-112.03246056,1,0
ID27,"Hawk Haven",47.75545916,-116.85936112,1,0
ID29,"Big Island",46.69740527,-115.98375612,1,0
ID32,"Tuka",48.1055,-116.13683334,1,0
ID33,"Stocking Meadows",46.93601777,-115.86487584,1,0
ID34,"Granite",47.98462583,-116.682975,1,0
ID35,"High Valley Bills",44.23905805,-116.14346445,1,0
ID36,"King Mountain Glider Park",43.763205,-113.344672,1,0
ID39,"Owen Ranches Inc",42.79573055,-115.73397195,1,0
ID40,"Sunrise Skypark",43.41682555,-116.70568639,1,0
ID41,"Stibnite",44.89574055,-115.33427528,1,0
ID43,"Carlin Bay",47.551295,-116.76351584,1,0
ID44,"Hidden Lakes",44.22489055,-116.17957667,1,0
ID48,"Hooks",47.92879333,-116.71102945,1,0
ID50,"Q.b. One",43.6013,-112.24330973,1,0
ID52,"Bowman Field",43.99296833,-111.55051334,1,0
ID56,"Star S Ranch",43.98185944,-114.04365639,1,0
ID59,"Floating Feather",43.70155388,-116.31206778,1,0
ID60,"Fountains",46.71322055,-116.99710862,1,0
ID61,"Valenov Ranch",48.29657555,-117.01520389,1,0
ID62,"Western",42.60825333,-111.72856195,1,0
ID63,"Richards",43.67099166,-117.02543334,1,0
ID65,"Pischs Place",47.58101694,-116.77185056,1,0
ID67,"Lower Loon Creek",44.80824583,-114.80925778,1,0
ID68,"Green Acres",43.48460777,-116.45873445,1,0
ID72,"Huskey",43.41741694,-111.28466889,1,0
ID74,"Sulphur Creek Ranch",44.53656972,-115.35094084,1,0
ID75,"Riverlake",48.1260375,-116.16545334,1,0
ID92,"Snake River Skydiving",43.72875,-116.522917,1,0
IHU,"Ihu",-07.89557000,145.39443400,1,0
II01,"Grandlienard-hogg",40.75615805,-85.25052639,1,0
II02,"Kline Field",41.38560583,-84.82690445,1,0
II04,"North West Indiana Air",40.88392527,-87.36919278,1,0
II05,"Woodcock",41.07420833,-86.06416112,1,0
II06,"Ferrell",39.97004583,-85.47080695,1,0
II07,"Clover Knoll",39.5322675,-86.83223112,1,0
II08,"Rheude",40.66087055,-87.43974445,1,0
II09,"Patrum Field",39.57365777,-86.61805723,1,0
II10,"Rockeys Air Strip",40.58198333,-86.16749334,1,0
II11,"Pelz Port",41.210605,-84.98607834,1,0
II12,"Dague Strip",40.96448555,-86.37194639,1,0
II13,"Reitsma",40.40559166,-87.13862278,1,0
II14,"Beck - Private",40.96115638,-85.56247889,1,0
II15,"Friedrich",40.9936525,-86.34166834,1,0
II16,"Pigeon",41.63699472,-84.94944445,1,0
II17,"Bickels Cow Patch",41.26809722,-86.55945584,1,0
II18,"Lou Abbett Farms",41.33559555,-86.92863445,1,0
II19,"Etter",40.40614694,-86.75361778,1,0
II20,"Mossburg",40.67365694,-85.26330445,1,0
II21,"Zollinger Strip",41.47532666,-85.69471028,1,0
II22,"Antonian",41.10198361,-86.93224223,1,0
II23,"Summers",40.50586916,-86.71056112,1,0
II24,"Rummel Aerolane Farm",41.47227055,-85.89943945,1,0
II25,"Timber Trails",39.33726666,-86.77972778,1,0
II26,"Ashby",40.70392777,-87.18779584,1,0
II27,"Ward",40.16670444,-85.94081584,1,0
II28,"Stettler Strip",41.21055555,-85.06361112,1,0
II29,"Owens Field",39.61087972,-86.75611778,1,0
II30,"Ridgway Flying Service",38.90671138,-87.40168501,2,0
II32,"Raceway",38.049167,-87.389721,1,0
II33,"Eickholtz",38.46088027,-87.65502556,1,0
II34,"Booe",39.27309722,-87.12223528,1,0
II35,"Lindley - Private",39.80865611,-86.49555417,2,0
II37,"Arthur",39.74643222,-85.77470028,1,0
II38,"Sherk Field",41.42643444,-86.31639556,1,0
II39,"Hollingsworth",38.33615694,-87.46779639,2,0
II40,"Hopkins Farms",38.30838,-87.40862667,1,0
II41,"Hagerty",40.26864694,-86.67222695,1,0
II42,"Lazy B",40.06864722,-85.92220278,1,0
II43,"C. V.",41.75004805,-86.19222778,1,0
II45,"Renshaw",37.89254722,-87.19000028,1,0
II49,"Foertsch",38.03699777,-86.91110417,1,0
II50,"Jack Oak",39.48282444,-86.67694806,1,0
II51,"Hull",41.48477138,-85.59304056,1,0
II52,"Haffner",39.87754416,-86.52777834,1,0
II53,"Burkes",38.77033611,-85.48468223,1,0
II54,"Giltner",38.81589111,-85.44634889,1,0
II55,"Hodges",39.52699194,-86.30026889,2,0
II58,"Rhoton Farm",40.53337805,-85.24524973,1,0
II59,"Strip",39.84003805,-87.39362723,1,0
II60,"Barnett",39.87198888,-86.67667112,1,0
II62,"Berger",41.38782333,-86.25861556,1,0
II63,"Hickory Ridge Field",38.25754527,-87.82364028,1,0
II65,"Gilmore",40.88753833,-87.12363223,1,0
II67,"Hickory Hills",40.42779444,-85.37346112,2,0
II68,"Durham",39.85504416,-86.95917612,1,0
II69,"Harrod Rose",38.71811333,-85.760245,1,0
II70,"Salsbery",40.38448222,-86.06332195,1,0
II71,"Smith",39.38643833,-85.61719751,1,0
II72,"Mc Millin",39.19583333,-85.20555556,1,0
II73,"Good Earth Farm Strip",40.22615694,-84.83496278,1,0
II74,"Eby Field",41.55977055,-86.05305667,1,0
II75,"Daugherty Field",40.67921138,-85.41525056,1,0
II76,"Clay Hill Farms",38.85074777,-86.13678778,1,0
II77,"Finneys Airpark",40.25948694,-85.26052556,1,0
II78,"Wallace Field",39.8583775,-85.60164195,1,0
II79,"Sommers",41.07698472,-86.7244575,1,0
II80,"Cotner",41.00059611,-86.64973195,1,0
II81,"Richardson Field",38.38060527,-87.22056417,1,0
II82,"Meadors Field",39.79421194,-86.57777889,1,0
II83,"Bramble",39.83421055,-86.43416334,1,0
II84,"Hilakos",37.93198611,-87.77141112,1,0
II85,"Blomenberg",40.89615861,-85.04913528,1,0
II86,"Poole",40.01559166,-85.88748056,1,0
II87,"Cassidy Airstrip",39.45143666,-86.32832528,1,0
II88,"Causey",39.84615,-87.33418139,1,0
II89,"Yelverton",38.0869875,-87.68168834,1,0
II90,"Crawford Field",41.19976194,-86.83640723,1,0
II91,"Dunbar Field",39.84393333,-86.505275,1,0
II93,"Bronson",39.48388888,-86.22694445,1,0
II94,"Irion",40.12837166,-85.88609195,1,0
II95,"Rusts Landing",41.36449027,-86.06333251,1,0
II96,"Buchta",38.49282972,-86.93305584,1,0
II97,"Solenberg",39.47782749,-85.88331584,1,0
II98,"Shrum Field",39.04393138,-87.42196389,1,0
II99,"Beaver",41.43643305,-86.47084473,1,0
IIS,"Nissan Island",-04.50205800,154.22596400,1,0
IL01,"Wolfords",40.79253888,-90.43818501,1,0
IL02,"Herbert C. Maas",42.4722425,-87.90840945,1,0
IL05,"Killoy",42.44029666,-88.48898528,1,0
IL06,"Albrecht",41.64003361,-89.39287223,1,0
IL07,"Taylor",41.72364361,-89.29176084,1,0
IL09,"Albrecht 2",41.63142277,-89.40509473,1,0
IL10,"Thompson",41.46697833,-89.94149778,1,0
IL11,"Donald Alfred Gade",42.4652975,-88.04035917,1,0
IL12,"Apple Canyon",42.45000694,-90.16929278,1,0
IL13,"Funfsinn",41.48336666,-89.16675112,1,0
IL15,"Runyan Aviation",40.56531805,-90.54874056,1,0
IL16,"Houseman",37.54005027,-89.12257834,1,0
IL18,"Crook Rla",38.38699694,-90.19177945,1,0
IL19,"Wheatland Field-rla",41.72141833,-88.26534667,3,0
IL20,"Flying M Farm",41.69502944,-88.29645806,1,0
IL22,"Long Rla",40.66420638,-90.48762973,1,0
IL23,"Ellis",42.44251388,-89.45011556,1,0
IL24,"Moring",42.19835583,-89.65567084,1,0
IL25,"Palmer",40.49837361,-90.57485139,1,0
IL26,"Kuranz Rla",42.15835805,-88.22646945,1,0
IL27,"Freier",42.20835722,-88.17980278,1,0
IL28,"Werries",39.80671333,-90.3665125,1,0
IL29,"Von Alvens Airview",41.30003388,-87.65003917,1,0
IL30,"Wirth",41.38114527,-87.65420806,1,0
IL34,"Henderson",42.21446694,-88.75704139,1,0
IL36,"Bob Walberg Field",42.32085333,-88.75843334,1,0
IL38,"J Maddock",41.76697333,-88.53202167,1,0
IL39,"Reimler International Inc",38.51116361,-90.23705778,1,0
IL41,"Pannier Flying Club",40.49920333,-89.08646862,1,0
IL45,"Busboom",40.31114555,-88.01531528,1,0
IL46,"Brooks Ranch",40.46670972,-91.03347278,1,0
IL50,"Boyd Wheatleys Farm",41.28253611,-90.21845334,1,0
IL51,"Brady",41.03808777,-88.33755528,1,0
IL52,"Kirchner",40.43921055,-91.14403195,1,0
IL53,"Lung Rla",40.46115444,-91.07375195,1,0
IL54,"Reeds Creek Landing",37.79282916,-89.60472223,1,0
IL55,"Andrew Rla",40.16031,-88.30449667,1,0
IL56,"Mc Culley",40.22031027,-88.25366139,1,0
IL57,"Cottonwood",40.42198083,-89.02063417,1,0
IL58,"Aero Four",41.43614166,-88.24867417,1,0
IL59,"Chicago Glider Club",41.431975,-88.24728528,1,0
IL60,"Chatsworth Rla",40.74309083,-88.29116112,2,0
IL63,"Mays Aviation",40.70003444,-88.67506223,1,0
IL64,"Martin",40.18060083,-89.50010223,1,0
IL65,"Gibson Rla",41.00503722,-90.70847084,1,0
IL66,"Pottinger Rla",41.42975611,-89.16397334,1,0
IL68,"Mill Rose Farm Rla",42.07724833,-88.15979834,1,0
IL72,"Entwistle",41.11558916,-89.04480306,1,0
IL73,"Korando",38.0828275,-89.76982417,1,0
IL78,"Benoit",41.13114361,-87.79226195,1,0
IL80,"Thorp",40.21670277,-88.9000775,2,0
IL81,"Berns",40.93614388,-88.04171056,1,0
IL82,"Martin Rla",40.10948055,-88.82868639,1,0
IL84,"Douglas",40.57643111,-91.10292084,2,0
IL85,"Redeker",40.65309111,-87.83031084,1,0
IL86,"Albrecht",41.52086833,-89.47898251,1,0
IL87,"W Davis",41.71114194,-89.11231278,1,0
IL88,"Earl Barnickel",41.67503138,-89.11675612,1,0
IL89,"Kamy Field",41.68197638,-90.23957056,1,0
IL91,"Testoni Farms",41.02086555,-88.65339778,1,0
IL93,"Hendrickson Flying Service",41.94530611,-88.92398167,1,0
IL94,"Hoblit Smith",40.22631666,-89.24290278,1,0
IL96,"Longview",41.38781,-88.67007306,2,0
IL97,"Springfield Southwest Airpark",39.73699527,-89.80982639,1,0
IL98,"Otto Jr",40.6403125,-88.1861575,1,0
IL99,"B & C",41.59280861,-88.96730556,1,0
IMA,"Iamalele",-09.51067965,150.52890426,1,0
IN00,"Hoovers",40.4375425,-85.39580528,2,0
IN01,"Best Lock Corp Airstrip",39.888095,-86.06609612,1,0
IN08,"Shakamak",39.16948666,-87.19029139,2,0
IN10,"Plummer",40.97587444,-86.42000334,1,0
IN11,"Arrowhead Farm",41.2928225,-86.07110973,1,0
IN12,"Wildcat Air Landing Area",40.43475777,-86.76528473,1,0
IN13,"Lanesville Skyways",38.22368,-85.97496695,1,0
IN14,"Greenridge Rla",38.23895694,-86.01941278,1,0
IN15,"T & T",38.60476944,-87.46307528,1,0
IN16,"Wilkins Strip",40.19003861,-86.92222917,1,0
IN18,"Hook Field",41.27449444,-84.80496028,1,0
IN19,"Marshall Field",39.64310138,-85.98164917,1,0
IN20,"Jungclaus",39.45365916,-86.28026862,1,0
IN21,"Starkeys",40.04310166,-85.26052195,1,0
IN23,"Zeller Elev Co",37.90837555,-87.75835473,1,0
IN25,"Stierley",38.10976611,-87.80697056,1,0
IN26,"Lomax Station",41.26142861,-86.87252028,1,0
IN27,"Skyridge",40.17920361,-86.1158225,1,0
IN29,"Durflinger",40.57364722,-87.10362612,1,0
IN30,"Hull",38.40226833,-87.59946778,1,0
IN31,"Huntzinger",40.02226333,-85.75358834,1,0
IN32,"Stephenson",39.97726388,-85.74442139,1,0
IN33,"Weed Fld",40.73615194,-86.11527084,1,0
IN34,"Rush Strip",40.83448638,-86.05221501,1,0
IN35,"Shinn Bone Lane",40.65420722,-86.02276806,1,0
IN36,"Benner Field",40.79809749,-86.04943667,1,0
IN38,"Stewarts Green Acres",41.54532305,-86.45279056,1,0
IN39,"Klopfenstein",40.76726111,-86.92084834,1,0
IN40,"Brauns",37.91004749,-87.18277834,1,0
IN41,"Nuckols",40.35476638,-85.04913501,1,0
IN42,"Hackbarth",41.49032527,-86.19944834,1,0
IN43,"Spring Lake",38.47506083,-85.99719501,2,0
IN44,"Hardin",38.564225,-86.05747612,1,0
IN45,"Saratoga",40.24171166,-84.90690917,1,0
IN46,"Scottsburg",38.65728083,-85.79024556,1,0
IN48,"Parkinson",39.55088083,-85.69108806,1,0
IN49,"Pherigo",39.48754916,-85.80525806,1,0
IN50,"Siefert",39.44032694,-85.76525806,1,0
IN51,"Windy Knoll",40.14003722,-86.15249028,1,0
IN53,"Miller",39.29171111,-86.82361806,1,0
IN54,"I & C Field",41.28365361,-86.46278667,1,0
IN55,"Songer",40.07920611,-87.26112112,1,0
IN56,"Rtr-clark",40.69865,-87.18696251,1,0
IN57,"Shure",39.26142861,-87.42085334,1,0
IN58,"Sealscott",40.90365888,-84.84746334,1,0
IN60,"Wilderness Field",40.01781527,-86.16026751,1,0
IN62,"Tropria",41.24477,-85.29747584,1,0
IN63,"Horizon Field",40.36670944,-85.33858223,1,0
IN64,"Beck",39.56087694,-86.20397417,1,0
IN65,"Culp Farms",40.81948333,-87.04335139,1,0
IN67,"Greener Pastures",38.93727666,-85.73747056,1,0
IN68,"Stewart",38.13548694,-86.01857806,1,0
IN69,"Hatfield",41.66560527,-85.83221667,2,0
IN70,"Bodin",41.63364916,-87.02697639,1,0
IN71,"Plew",41.18560166,-85.52164723,1,0
IN72,"Klinedorf",41.43198027,-87.38753612,1,0
IN73,"Fleet Field",41.22226444,-86.38611695,2,0
IN74,"H.j.umbaugh",41.30698722,-86.43750862,1,0
IN76,"Podell",41.12642944,-86.69334639,1,0
IN77,"Horn",39.9667075,-87.23056639,1,0
IN81,"Cam-air",41.72727083,-86.06750306,1,0
IN82,"Foos Field",41.74949305,-86.08805917,1,0
IN83,"Lautzenhiser Airpark",41.50227249,-84.93024028,1,0
IN84,"Shamrock",41.40809749,-86.74724167,1,0
IN85,"Bowlin",40.8372675,-85.48358612,1,0
IN86,"Wilson",41.28031916,-86.63195806,1,0
IN87,"Singletons Landing Strip",41.35143111,-86.62640362,1,0
IN88,"Sanders Gyroport",39.51337944,-86.76389584,1,0
IN89,"Ligonier",41.45004861,-85.60554056,1,0
IN90,"Wietbrock",41.25975722,-87.48142362,1,0
IN91,"Valhalla",41.00227027,-84.99191167,1,0
IN92,"Klein",38.65282472,-87.56363362,1,0
IN93,"Hustons",41.71199027,-86.43279223,1,0
IN95,"Long",41.22754027,-86.79029528,1,0
IN98,"Farm Strip",39.68305555,-85.84416667,1,0
IN99,"Donica Field",39.40671444,-86.30554695,1,0
IS00,"Jay Schertz Farm",40.84170222,-89.27452945,1,0
IS01,"Denby",39.26893611,-89.90398917,1,0
IS02,"Dietchweiler",40.77836833,-87.79170084,1,0
IS05,"Shubert",38.27449361,-89.63509445,1,0
IS06,"Frye",40.8680925,-89.67065445,1,0
IS07,"Wittenberg",39.35364916,-88.60644528,1,0
IS08,"Curless",40.26282194,-90.23678806,1,0
IS10,"Snow Rla",40.54142388,-88.82145806,1,0
IS13,"Bussart",39.57920138,-87.84864195,1,0
IS15,"Vodden",42.03252722,-88.90259445,1,0
IS16,"Hartline Air Strip",37.46671638,-89.22841612,1,0
IS24,"Rashs Acres",41.20003194,-88.2000575,1,0
IS26,"Niklaus Rla",40.18336722,-88.61534362,1,0
IS27,"Beherns",40.51281222,-88.13476639,1,0
IS34,"Pipers Landing",38.70671361,-87.63335778,1,0
IS36,"Layher",38.96,-89.6475,1,0
IS37,"Gen-airpark",41.43975666,-90.11011612,1,0
IS41,"Vogen Rla",41.46086444,-88.59201667,1,0
IS45,"Mast Field",39.97671277,-91.33403612,1,0
IS47,"Willis",42.03058305,-88.70175556,1,0
IS51,"Schilson Field",40.45143277,-91.20375667,1,0
IS52,"Russell",40.92781166,-87.62253251,1,0
IS55,"Housewright",40.59087444,-90.94236028,1,0
IS56,"Hartenbower Hectares",41.17947944,-89.14786167,1,0
IS57,"Krause",42.17974555,-88.65064806,1,0
IS61,"Morris Farm Inc",39.86781111,-88.53589445,1,0
IS62,"John D Rennick",40.86725861,-89.45314612,1,0
IS63,"Hoffman",41.97030666,-88.75092139,1,0
IS64,"Kuntz Field",40.72309027,-88.86673528,1,0
IS65,"Woodlake Landing",41.63836333,-88.64452084,2,0
IS66,"Rhea Rla",40.59226444,-91.20153556,1,0
IS68,"Garretson Field",41.02225444,-88.92535389,1,0
IS69,"Kloker",39.91893638,-90.51095917,1,0
IS70,"Dooley Field",39.36060111,-89.27564167,1,0
IS72,"Roberts Rla",40.63614583,-88.14448917,1,0
IS80,"Uncle Chucks",41.91780666,-88.78925445,1,0
IS84,"Henke Field",38.87032472,-89.98399167,1,0
IS85,"Newton",39.50476944,-90.50540278,1,0
IS86,"Hendrix",41.04169888,-88.19171806,1,0
IS88,"Melody Field",40.14864722,-87.69446695,1,0
IS91,"Peterson Farms",41.46086416,-88.487015,1,0
IS93,"Sue Rock International",42.44251388,-89.49928278,1,0
IS94,"Johnson",41.60558583,-88.66118723,1,0
IS95,"Harrington Farms",41.55864166,-88.66451945,1,0
JAQ,"Jacquinot Bay",-05.64765818,151.50467438,1,0
JLA,"Quartz Creek",60.48274472,-149.71880223,1,0
JOP,"Josephstaal",-04.74800700,145.00735700,1,0
JQ7,"Bredenbury",50.934189,-102.041008,1,0
JY04,"Paramount Air",39.06511305,-74.90961612,1,0
JY07,"Air-list-ads",40.69565472,-75.13239667,1,0
JY08,"Var-sky",39.65011388,-75.28407639,1,0
K00,"Hall",32.51624861,-96.23692195,1,0
K01,"Farington Field",40.39180647,-095.78712514,2,0
K02,"Perryville Muni",37.868668,-89.8621415,1,0
K04,"Haerr Field",39.95004555,-91.51682139,1,0
K06,"Greater Beardstown",39.972843,-90.4036195,1,0
K07,"Rolla Downtown",37.935661,-91.8135375,1,0
K08,"Holly",38.03334472,-102.11712945,1,0
K09,"Piseco",43.453357,-74.5176665,1,0
K10,"Roll Bros",40.64583472,-95.82527806,1,0
K11,"Sam Riggs Airpark",36.21759777,-95.64998,2,0
K14,"Beyer Farm",37.58390583,-97.25309945,1,0
K15,"Grand Glaize Osage Beach",38.1104475,-92.6805585,1,0
K16,"Becks Grove",43.258703,-75.6032955,1,0
K17,"Montezuma Municipal",37.58972222,-100.46944445,1,0
K18,"Morgan",37.91670861,-91.68348862,1,0
K19,"Albany Muni",40.2619445,-94.3398595,1,0
K20,"Wendell H Ford",37.388521,-83.26257025,2,0
K22,"Big Sandy Rgnl",37.751018,-82.636686,1,0
K24,"Russell Co",37.0096975,-85.102735,1,0
K25,"Husband Field",41.67943166,-94.02023139,1,0
K26,"Carrollton Memorial",39.31668694,-93.50021167,1,0
K29,"Council",64.89788277,-163.70344723,1,0
K32,"Riverside",37.7473695,-97.406482,1,0
K33,"Salem Mem",37.6152335,-91.6044415,1,0
K34,"Gardner Municipal",38.80718438,-94.9561143166667,3,0
K35,"Missouri Valley",41.54027,-95.88778806,1,0
K36,"Onawa Muni",42.0044445,-96.103611,1,0
K38,"Washington Co Mem",39.7335025,-97.047664,1,0
K39,"St Clair Rgnl",38.374582,-90.9712485,1,0
K41,"Moulton Farms",38.24643666,-88.44060445,1,0
K43,"Municipal",40.54029194,-93.02603917,1,0
K44,"Beaver Muni",36.798395,-100.52907175,2,0
K47,"Mc Donnell",38.49251388,-94.41244973,1,0
K49,"Municipal",36.5072425,-101.81264775,2,0
K50,"Cook Airfield Inc",37.56668444,-97.16698584,2,0
K51,"Medicine Lodge",37.2620841666667,-98.5465751666667,3,0
K52,"Monroe City Rgnl",39.634411,-91.7269945,1,0
K57,"Gould Peterson Muni",40.4462265,-95.3672935,1,0
K58,"Harold Krier Fld",37.1666675,-99.77513975,2,0
K59,"Amelia Earhart",39.570532,-95.1803235,1,0
K61,"Moritz Mem",39.4705985,-98.129268,3,0
K62,"Gene Snyder",38.704097,-84.3917445,1,0
K63,"Council Grove Municipal",38.67917388,-96.57111556,2,0
K64,"Vinland Valley Aerodrome",38.83750555,-95.18219334,1,0
K65,"Dighton",38.48973888,-100.47958473,3,0
K67,"Oswego Municipal",37.15978666,-95.04246223,1,0
K68,"Garnett Municipal",38.27918833,-95.21691834,3,0
K71,"Lincoln Municipal",39.05806194,-98.16699723,2,0
K72,"Churchill",39.77278722,-99.36009778,1,0
K74,"Hamry Field",46.6487595,-96.998581,1,0
K75,"Osborne Muni",39.42917775,-98.67951675,2,0
K76,"Weiss",38.70584305,-94.82468306,1,0
K77,"Freedom Muni",36.7575,-99.1019445,1,0
K78,"Abilene Muni",38.9040555,-97.235854,1,0
K79,"Jetmore Muni",37.984457,-99.8943275,1,0
K81,"Miami Co",38.5405485,-94.92060925,2,0
K82,"Smith Cntr Muni",39.76089325,-98.79334675,2,0
K83,"Sabetha Muni",39.9031145,-95.7781655,2,0
K86,"Wilson",38.83806611,-98.48562167,1,0
K87,"Hiawatha Municipal",39.87917,-95.52525973,2,0
K88,"Allen Co",37.87234375,-95.38466875,2,0
K89,"Macon Fower Mem",39.7287,-92.4572,1,0
K91,"Horton Municipal",39.67916861,-95.53359139,2,0
K92,"Hi-way",36.78342,-95.95026112,1,0
K93,"Kinsey Rla",39.88004694,-90.46512528,1,0
K94,"Rush Co",38.548332,-99.2886085,1,0
K96,"Tuscola",39.78086527,-88.30616001,1,0
K97,"George W Schuster",39.59949166,-90.83124056,1,0
K98,"Allison Municipal",42.76386527,-92.80436112,1,0
K99,"Larry D. Herschberger",39.72058861,-88.49589028,1,0
KAAA,"Logan Co",40.15884775,-89.33488625,2,0
KAAF,"Apalachicola Muni",29.72416300,-085.02861800,3,0
KAAO,"Colonel James Jabara",37.745494685,-97.222641445,1,0
KAAP,"Andrau Airpark",29.72245736,-95.58830514,1,0
KAAS,"Taylor Co",37.358268,-85.309425,1,0
KAAT,"Alturas Muni",41.48614526,-120.56313509,2,0
KABE,"Lehigh Valley Intl",40.65830400,-075.44156400,2,3
KABI,"Abilene Rgnl",32.4131733333333,-99.6832326666667,3,1
KABQ,"Albuquerque International Sunport",35.04871100,-106.60637500,4,2
KABR,"Aberdeen Rgnl",45.448275,-98.42294025,2,1
KABY,"Southwest Georgia Rgnl",31.535407,-84.1947245,2,1
KACB,"Antrim Co",44.988576,-85.1983555,1,0
KACJ,"Souther Fld",32.1109925,-84.1889395,2,1
KACK,"Nantucket Mem",41.25655700,-070.06471300,3,1
KACP,"Allen Parish",30.7504905,-92.686992,1,0
KACQ,"Waseca Muni",44.0734695,-93.552943,1,0
KACT,"Waco Rgnl",31.60944078,-097.22316235,2,1
KACV,"Arcata",40.97251102,-124.10732616,2,1
KACY,"Atlantic City Intl",39.45555385,-074.58813412,2,1
KACZ,"Henderson Fld",34.717886,-78.0036345,1,0
KADC,"Wadena Muni",46.4502695,-95.2109555,1,0
KADG,"Lenawee Co",41.87323800,-084.07798800,2,0
KADH,"Ada Muni",34.80413525,-96.67092975,2,0
KADM,"Ardmore Muni",34.303193375,-97.01676075,4,1
KADS,"Addison",32.968558,-96.836454,1,1
KADT,"Atwood Rawlins Co City Co",39.8395531666667,-101.041870333333,3,0
KADU,"Audubon Co",41.701315,-94.920367,1,0
KADW,"Andrews Afb",38.8108095,-76.86712225,2,2
KAEG,"Albuquerque Double Eagle Ii",35.15494100,-106.79525900,2,1
KAEJ,"Central Colorado Rgnl",38.81415,-106.1206935,1,0
KAEL,"Albert Lea Muni",43.68157625,-93.367268,2,0
KAEX,"Alexandria Intl",31.3273535,-92.54824425,2,1
KAFF,"Usaf Academy Afld",38.972986125,-104.823124875,4,0
KAFJ,"Washington Co",40.136482,-80.29019,1,0
KAFK,"Nebraska City Muni",40.60483942,-095.86153764,2,0
KAFN,"Jaffrey Airport Silver Ranch",42.805135,-72.0030225,1,0
KAFO,"Afton Muni",42.7087695,-110.94216775,1,0
KAFP,"Anson Co",35.0206385,-80.077118,1,1
KAFW,"Fort Worth Alliance",32.98614150,-097.31248661,2,1
KAGC,"Allegheny Co",40.3544058333333,-79.9308423333333,3,1
KAGO,"Magnolia Muni",33.228021,-93.2169695,1,0
KAGR,"Macdill Afb Aux Fld",27.65188275,-81.34349025,2,0
KAGS,"Augusta Rgnl At Bush Fld",33.36950700,-081.97176400,2,2
KAGZ,"Wagner Muni",43.0620828333333,-98.2956495,3,0
KAHC,"Amedee Aaf",40.2661515,-120.1526345,1,0
KAHH,"Amery Muni",45.2811485,-92.375393,1,0
KAHN,"Athens Ben Epps",33.94849225,-83.32582075,2,1
KAHQ,"Wahoo Muni",41.23858852,-096.59763595,2,0
KAIA,"Alliance Muni",42.06185029,-102.80766687,3,0
KAIB,"Hopkins Fld",38.23875125,-108.5632145,2,0
KAID,"Anderson Muni Darlington Fld",40.10855875,-85.612641,2,1
KAIG,"Langlade Co",45.154174,-89.11091125,2,0
KAIK,"Aiken Muni",33.65114200,-081.68720200,2,0
KAIO,"Atlantic Muni",41.40762925,-95.0477145,2,0
